date,p1,p2,p3,number
2025-03-18,9,9,7,997
2025-03-19,6,7,9,679
2025-03-20,0,1,7,017
2025-03-21,1,7,4,174
2025-03-22,7,4,6,746
2025-03-24,6,8,7,687
2025-03-25,7,7,7,777
2025-03-26,1,5,8,158
2025-03-27,8,4,2,842
2025-03-28,3,9,5,395
2025-03-29,5,7,2,572
2025-03-31,3,2,2,322
2025-04-01,9,4,4,944
2025-04-02,9,6,5,965
2025-04-03,1,3,0,130
2025-04-04,8,0,0,800
2025-04-05,5,9,3,593
2025-04-07,1,4,4,144
2025-04-08,2,1,8,218
2025-04-09,7,1,9,719
2025-04-10,9,8,9,989
2025-04-11,6,0,7,607
2025-04-12,7,4,7,747
2025-04-14,7,5,5,755
2025-04-15,4,5,3,453
2025-04-16,0,9,1,091
2025-04-17,5,9,0,590
2025-04-19,2,7,7,277
2025-04-21,3,7,6,376
2025-04-22,5,3,1,531
2025-04-23,6,8,9,689
2025-04-24,0,8,1,081
2025-04-25,5,5,9,559
2025-04-26,0,7,0,070
2025-04-28,3,8,2,382
2025-04-29,0,3,6,036
2025-04-30,0,4,8,048
2025-05-01,8,4,4,844
2025-05-02,6,7,1,671
2025-05-03,2,5,7,257
2025-05-05,5,1,7,517
2025-05-06,6,1,2,612
2025-05-07,4,3,7,437
2025-05-08,7,5,2,752
2025-05-09,1,2,2,122
2025-05-10,9,6,7,967
2025-05-12,4,9,4,494
2025-05-13,5,8,4,584
2025-05-14,6,8,1,681
2025-05-15,7,9,2,792
2025-05-16,5,4,0,540
2025-05-17,2,0,7,207
2025-05-19,0,9,9,099
2025-05-20,6,8,4,684
2025-05-21,2,4,8,248
2025-05-22,2,2,4,224
2025-05-23,0,1,3,013
2025-05-24,2,3,0,230
2025-05-26,2,0,2,202
2025-05-27,8,7,7,877
2025-05-28,7,9,9,799
2025-05-29,0,8,3,083
2025-05-30,4,7,6,476
2025-05-31,0,9,7,097
2025-06-02,7,1,1,711
2025-06-03,4,6,4,464
2025-06-04,6,5,5,655
2025-06-05,7,7,3,773
2025-06-06,7,9,5,795
2025-06-07,4,3,9,439
2025-06-09,7,0,2,702
2025-06-10,6,0,3,603
2025-06-11,9,7,5,975
2025-06-12,7,2,5,725
2025-06-13,2,4,3,243
2025-06-14,9,5,5,955
2025-06-16,6,1,8,618
2025-06-17,7,0,8,708
2025-06-18,4,6,9,469
2025-06-19,6,8,1,681
2025-06-20,7,9,5,795
2025-06-21,9,1,0,910
2025-06-23,8,5,8,858
2025-06-24,1,3,8,138
2025-06-25,0,8,5,085
2025-06-26,0,8,7,087
2025-06-27,0,5,4,054
2025-06-28,7,5,3,753
2025-06-30,6,7,5,675
2025-07-01,2,8,1,281
2025-07-02,6,4,7,647
2025-07-03,7,3,6,736
2025-07-05,9,1,3,913
2025-07-07,9,8,4,984
2025-07-08,5,9,9,599
2025-07-09,2,5,6,256
2025-07-10,4,2,2,422
2025-07-11,5,9,0,590
2025-07-12,9,1,6,916
2025-07-14,4,4,9,449
2025-07-15,4,7,0,470
2025-07-16,4,0,4,404
2025-07-17,1,4,9,149
2025-07-18,5,4,5,545
2025-07-19,3,6,2,362
2025-07-21,4,4,1,441
2025-07-22,8,4,8,848
2025-07-23,5,9,4,594
2025-07-24,2,3,6,236
2025-07-25,9,6,1,961
2025-07-26,0,6,0,060
2025-07-28,0,1,3,013
2025-07-29,8,7,2,872
2025-07-30,1,2,2,122
2025-07-31,9,7,0,970
2025-08-01,4,7,5,475
2025-08-02,5,1,5,515
2025-08-04,7,1,1,711
2025-08-05,5,4,8,548
2025-08-06,4,0,3,403
2025-08-07,0,7,5,075
2025-08-08,8,7,1,871
2025-08-09,5,6,5,565
2025-08-11,5,9,7,597
2025-08-12,7,1,0,710
2025-08-13,0,5,2,052
2025-08-14,9,8,1,981
2025-08-15,0,8,4,084
2025-08-16,8,5,6,856
2025-08-18,5,4,1,541
2025-08-19,3,5,9,359
2025-08-20,4,9,7,497
2025-08-21,2,8,5,285
2025-08-22,9,8,9,989
2025-08-23,1,4,5,145
2025-08-25,0,8,7,087
2025-08-26,9,0,2,902
2025-08-27,0,4,0,040
2025-08-28,5,3,8,538
2025-08-29,9,1,3,913
2025-08-30,9,4,3,943
2025-09-01,3,4,1,341
2025-09-02,9,9,0,990
2025-09-03,1,3,9,139
2025-09-04,3,2,7,327
2025-09-05,3,8,4,384
2025-09-06,4,6,8,468
2025-09-08,8,7,3,873
2025-09-09,3,5,4,354
2025-09-10,7,0,2,702
2025-09-11,2,3,2,232
2025-09-12,4,1,1,411
2025-09-13,9,2,1,921
2025-09-15,7,2,2,722
2025-09-16,5,8,4,584
2025-09-17,6,3,3,633
2025-09-18,6,1,0,610
2025-09-19,5,9,0,590
2025-09-20,3,8,6,386
2025-09-22,5,1,4,514
2025-09-23,7,5,0,750
2025-09-24,7,1,2,712
2025-09-25,4,9,8,498
2025-09-26,9,0,7,907
2025-09-27,2,2,6,226
2025-09-29,3,5,4,354
2025-09-30,9,1,8,918
2025-10-01,2,0,4,204
2025-10-02,9,5,0,950
2025-10-03,2,0,4,204
2025-10-04,4,5,2,452
2025-10-06,5,3,1,531
2025-10-07,1,6,5,165
2025-10-08,8,2,0,820
2025-10-09,9,7,7,977
2025-10-10,7,1,8,718
2025-10-11,1,2,4,124
2025-10-13,5,1,0,510
2025-10-14,6,2,6,626
2025-10-15,0,2,6,026
2025-10-16,7,6,6,766
2025-10-17,5,9,9,599
2025-10-18,1,3,8,138
2025-10-20,6,1,0,610
2025-10-21,2,9,0,290
2025-10-22,2,5,4,254
2025-10-23,6,6,1,661
2025-10-24,9,8,1,981
2025-10-25,1,1,6,116
2025-10-27,6,3,4,634
2025-10-28,3,6,8,368
2025-10-29,5,8,4,584
2025-10-30,8,8,5,885
2025-10-31,3,3,6,336
2025-11-01,4,5,5,455
2025-11-03,4,0,4,404
2025-11-04,4,4,3,443
2025-11-05,4,0,5,405
2025-11-06,8,6,9,869
2025-11-07,8,6,7,867
2025-11-08,8,3,8,838
2025-11-10,4,0,3,403
2025-11-11,6,5,9,659
2025-11-12,4,3,5,435
2025-11-13,7,9,9,799
2025-11-14,5,0,6,506
2025-11-15,1,2,0,120
2025-11-17,1,2,3,123
2025-11-18,9,1,8,918
2025-11-19,7,6,8,768
2025-11-20,1,6,7,167
2025-11-21,8,9,4,894
2025-11-22,6,9,1,691
2025-11-24,9,7,7,977
2025-11-25,2,5,6,256
2025-11-26,8,5,1,851
2025-11-28,3,6,7,367
2025-11-29,3,6,6,366
2025-12-01,4,1,3,413
2025-12-02,3,9,3,393
2025-12-03,4,4,9,449
2025-12-04,3,9,2,392
2025-12-05,5,8,8,588
2025-12-06,5,6,9,569
2025-12-08,0,5,5,055
2025-12-09,6,7,1,671
2025-12-10,6,2,8,628
2025-12-11,0,6,9,069
2025-12-12,1,7,2,172
2025-12-13,9,6,7,967
2025-12-15,8,5,5,855
2025-12-16,8,7,6,876
2025-12-17,6,3,4,634
2025-12-18,0,6,6,066
2025-12-19,1,2,0,120
2025-12-20,1,6,2,162
2025-12-22,9,0,2,902
2025-12-23,6,2,7,627
2025-12-24,0,8,7,087
2025-12-26,9,6,2,962
2025-12-27,7,9,3,793
2025-12-29,8,7,5,875
2025-12-30,0,9,8,098
2025-12-31,4,5,1,451
2026-01-02,1,4,4,144
2026-01-03,5,2,9,529
2026-01-05,7,3,2,732
2026-01-07,4,2,6,426
2026-01-08,0,7,3,073
2026-01-09,1,2,6,126
2026-01-10,9,2,0,920
2026-01-12,5,5,4,554
2026-01-13,8,7,9,879
2026-01-14,5,3,6,536
2026-01-15,3,5,7,357
2026-01-16,7,2,9,729
2026-01-17,7,9,9,799
2026-01-19,0,9,2,092
2026-01-20,7,4,2,742
2026-01-21,3,2,8,328
2026-01-22,5,8,3,583
2026-01-23,2,4,7,247
2026-01-24,5,7,0,570
2026-01-26,2,6,5,265
2026-01-27,4,9,2,492
2026-01-28,4,3,4,434
2026-01-29,5,2,7,527
2026-01-30,6,8,0,680
2026-01-31,5,7,6,576
2026-02-02,3,6,4,364
2026-02-03,5,0,3,503
2026-02-04,2,2,0,220
2026-02-05,1,2,5,125
2026-02-06,6,4,2,642
2026-02-07,6,8,4,684
2026-02-09,7,7,4,774
2026-02-10,1,6,0,160
2026-02-11,1,0,8,108
2026-02-12,8,7,3,873
2026-02-13,4,7,9,479
2026-02-14,4,5,6,456
2026-02-16,5,9,2,592
2026-02-17,5,1,5,515
2026-02-18,9,9,2,992
2026-02-19,5,2,2,522
2026-02-20,5,2,5,525
2026-02-21,2,8,6,286
2026-02-23,5,7,0,570
2026-02-25,4,8,2,482
2026-02-26,6,5,8,658
2026-02-27,2,5,9,259
2026-02-28,5,2,0,520
2026-03-02,4,6,4,464
2026-03-03,2,5,6,256
2026-03-04,2,3,8,238
2026-03-05,6,6,3,663
2026-03-06,0,6,6,066
2026-03-07,3,0,2,302
2026-03-09,8,8,7,887
2026-03-10,3,2,2,322
2026-03-11,9,0,7,907
2026-03-12,9,5,8,958
2026-03-13,8,6,9,869
2026-03-14,3,0,1,301
2026-03-16,5,6,2,562
2026-03-17,3,0,5,305
2026-03-18,4,6,4,464
2026-03-19,1,7,9,179
2026-03-20,2,5,1,251
2026-03-21,9,9,2,992
2026-03-23,7,3,3,733
2026-03-24,6,7,0,670
2026-03-25,8,9,2,892
2026-03-26,1,4,0,140
2026-03-27,0,3,8,038
2026-03-28,7,3,0,730
2026-03-30,2,5,1,251
2026-03-31,3,2,1,321
2026-04-01,1,1,7,117
2026-04-02,8,0,7,807
2026-04-04,4,9,0,490
2026-04-06,9,4,4,944
2026-04-07,6,9,3,693
2026-04-08,7,5,4,754
2026-04-09,6,6,2,662
2026-04-10,6,0,5,605
2026-04-11,5,0,2,502
2026-04-13,5,3,0,530
2026-04-14,2,0,8,208
2026-04-15,6,0,4,604
2026-04-16,1,7,8,178
2026-04-17,1,5,3,153
2026-04-18,1,0,6,106
2026-04-20,5,4,0,540
2026-04-21,7,0,0,700
2026-04-22,0,1,4,014
2026-04-23,4,7,5,475
2026-04-24,4,7,6,476
2026-04-25,3,7,4,374
2026-04-27,6,9,3,693
2026-04-28,0,7,5,075
2026-04-29,9,9,8,998
2026-04-30,4,0,0,400
2026-05-01,5,9,8,598
2026-05-02,0,8,2,082
2026-05-04,8,9,1,891
2026-05-05,5,7,5,575
2026-05-06,5,8,6,586
2026-05-07,4,9,9,499
2026-05-08,3,0,7,307
2026-05-09,3,5,8,358
2026-05-11,8,3,8,838
2026-05-12,2,7,3,273
2026-05-13,8,1,5,815
2026-05-14,9,6,0,960
2026-05-15,3,5,4,354
2026-05-16,9,5,5,955
2026-05-18,2,3,6,236
2026-05-19,9,4,0,940
2026-05-20,2,8,4,284
2026-05-21,9,4,7,947
2026-05-22,9,7,5,975
2026-05-23,5,7,6,576
2026-05-25,7,6,5,765
2026-05-26,5,8,1,581
2026-05-27,0,0,3,003
2026-05-28,1,1,3,113
2026-05-29,5,9,7,597
2026-05-30,5,7,1,571
2026-06-01,9,8,6,986
2026-06-02,2,7,2,272
2026-06-03,6,1,7,617
2026-06-04,4,6,7,467
2026-06-05,0,6,2,062
2026-06-06,6,1,3,613
2026-06-08,4,7,6,476
2026-06-09,7,2,1,721
2026-06-10,8,9,0,890
2026-06-11,8,7,1,871
2026-06-12,6,0,8,608
2026-06-13,4,4,4,444
2026-06-15,5,2,9,529
2026-06-16,6,2,7,627
2026-06-17,7,8,0,780
2026-06-18,0,0,7,007
2026-06-19,3,9,5,395
2026-06-20,1,6,6,166
2026-06-22,9,3,6,936
2026-06-23,3,6,0,360
2026-06-24,8,6,8,868
2026-06-25,4,5,6,456
2026-06-26,2,4,0,240
2026-06-27,5,1,5,515
2026-06-29,4,9,1,491
2026-06-30,1,2,6,126
2026-07-01,8,1,6,816
2026-07-02,6,8,8,688
2026-07-03,2,9,4,294
2026-07-06,2,5,6,256
2026-07-07,6,6,5,665
2026-07-08,2,8,6,286
2026-07-09,3,8,5,385
2026-07-10,7,1,0,710
2026-07-11,4,6,0,460
2026-07-13,4,9,9,499
2026-07-14,6,2,4,624
2026-07-15,7,6,5,765
2026-07-16,6,7,9,679
2026-07-17,5,8,8,588
2026-07-18,8,0,1,801
2026-07-20,2,2,2,222
2026-07-21,6,7,8,678
2026-07-22,3,9,9,399
2026-07-23,0,1,5,015
2026-07-24,0,2,1,021
2026-07-25,6,6,1,661
2026-07-27,5,0,3,503
2026-07-28,2,2,6,226
2026-07-29,9,1,4,914
2026-07-30,6,2,5,625
2026-07-31,4,1,5,415
2026-08-01,1,8,7,187
2026-08-03,6,0,0,600
2026-08-04,7,2,8,728
2026-08-05,4,7,6,476
2026-08-06,5,7,3,573
2026-08-07,5,2,7,527
2026-08-08,5,0,8,508
